TWEET # , MESSAGE , MATCH , POLARITY
225, samuelsgraham hilitinghockey emgfind people need to vote both these premiers out in the next election its so disheartening to see , disheartening, Negative 
226, signing of peace and friendship treaty staged to educate people  cbc news  , peace, Positive 
227, watkinsbs hey everyone  always excited for startupchats its susan here all about the education amp support for entrepreneurs lets , excited | support | , Positive 
228, hey everyone  always excited for startupchats its susan here all about the education amp support for entrepreneurs lets get started startupcanada   thinklyndon  smbeducate  , excited | support | , Positive 
229, hilitinghockey emgfind people need to vote both these premiers out in the next election its so disheartening to see these men try to dismantle all the positive work thats been done so far in canada we still have a long way to go and also issues such as health care and education need more support , disheartening | positive | work | issues | support | , Positive 
230, historicacanada our new education guide residential schools in canada aims to raise awareness of the history of residential schools , No Match, Neutral 
231, monafortier 50m to support the public health agency of canadas covid19 communications and public education efforts  500m to pr , support, Positive 
232, ktrtrs sir i belong from a middle class family and i wanted to do my mba from a college in canada its an amazing course we tried taking a education loan but they are not giving us loan as we dont have enough source of income 12 , amazing | enough | , Positive 
233, milesofgray im in canada in the education department currently we are still open however that could all change , No Match, Neutral 
234, captaindick12 canadian scientists make covid19 research breakthrough isolating virus   only in canada these , breakthrough | virus | , Neutral 
235, cbcalerts quebec premier francois legault is asking all people returning from travel abroad to selfisolate for 14 days this is manda , premier, Positive 
236, dyk your child could be eligible for up to 2000 for postsecondary education through the canada learning bond if eligible the government of canada will deposit the money directly into a bank account called a registered education savings plan clb resp  , savings, Positive 
237, historicacanada our new education guide residential schools in canada aims to raise awareness of the history of residential schools , No Match, Neutral 
238, cpeck3 an excellent analysis of the tactics used by provincial governments in canada to destabilize public education sosalberta tha , excellent, Positive 
239, the canadian restaurant amp bar show 2020  canadas most unique foodservice show  returns to toronto from nov 12 from pavilions and competitions to show features amp education sessions you will enjoy an interactive show experience and learn takeaways   , enjoy, Positive 
240, historicacanada our new education guide residential schools in canada aims to raise awareness of the history of residential schools , No Match, Neutral 
